,age,fnlwgt,education_num,capital_gain,capital_loss,hours_per_week,workclass,marital_status,occupation,relationship,race,sex,native_country,y
23258,31,103435,9,0,0,50, Self-emp-inc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
32978,37,67083,10,0,0,40, State-gov, Married-civ-spouse, Prof-specialty, Other-relative, Asian-Pac-Islander, Male, Cambodia,0
35115,36,187411,14,0,0,50, Local-gov, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,1
14029,25,187508,10,0,0,40, State-gov, Never-married, Handlers-cleaners, Own-child, White, Male, United-States,0
10789,34,133503,10,2174,0,40, Private, Divorced, Transport-moving, Not-in-family, White, Male, United-States,0
34487,21,97295,10,0,0,45, Private, Never-married, Sales, Not-in-family, White, Female, United-States,0
27370,26,164938,9,0,0,40, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
36761,25,264136,13,0,0,60, Private, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,0
45597,37,268598,4,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, Other, Male, United-States,0
33432,36,251730,10,0,0,50, Private, Never-married, Sales, Not-in-family, White, Male, United-States,0
9983,20,186849,9,0,0,40, Private, Never-married, Transport-moving, Other-relative, White, Male, United-States,0
38507,37,75073,12,0,0,42, Federal-gov, Never-married, Protective-serv, Not-in-family, Black, Male, United-States,0
1197,59,151616,14,0,0,55, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,0
21713,35,38948,10,0,0,50, Local-gov, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,0
20866,27,213152,10,0,0,40, Private, Never-married, Sales, Not-in-family, White, Male, United-States,0
14049,38,117528,13,0,0,45, Private, Never-married, Other-service, Other-relative, White, Female, United-States,0
4854,25,74883,13,0,1092,40, Private, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female, Philippines,0
20572,35,202027,13,7298,0,35, Private, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,1
14361,56,357118,14,0,0,40, Private, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States,1
20993,32,40444,14,0,0,50, Local-gov, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,0
2129,47,30575,10,0,0,50, State-gov, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,0
18535,31,226696,9,0,0,50, Private, Never-married, Craft-repair, Not-in-family, White, Male, United-States,1
24166,46,273575,13,15024,0,40, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,1
45630,33,154950,13,0,0,50, Private, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,0
46861,42,234508,13,0,0,40, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
43133,32,29312,9,0,0,40, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0
7299,59,109638,9,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
6074,55,169611,7,0,0,40, Private, Widowed, Adm-clerical, Unmarried, White, Female, United-States,0
39206,23,138513,9,0,0,40, Private, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States,0
39093,46,120080,13,0,0,40, Private, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States,1
47585,48,192755,13,0,0,55, Self-emp-inc, Never-married, Exec-managerial, Not-in-family, White, Female, Canada,1
43854,25,161027,9,0,0,40, Private, Never-married, Sales, Own-child, White, Male, United-States,0
21882,38,144860,9,0,0,65, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
21493,31,113838,9,0,0,45, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
35562,51,332489,12,0,0,55, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, Germany,1
20950,38,69306,10,0,0,40, Private, Divorced, Craft-repair, Unmarried, White, Female, United-States,0
36111,21,37514,10,0,0,30, Private, Never-married, Adm-clerical, Own-child, White, Male, United-States,0
8153,42,44402,13,0,0,60, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
40266,29,196564,9,0,0,40, Private, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,0
2940,25,76978,9,0,0,35, Private, Never-married, Sales, Unmarried, Black, Female, United-States,0
21285,50,146310,5,0,0,40, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
24063,61,143800,6,0,0,50, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,1
9743,33,193246,9,0,0,55, Self-emp-not-inc, Never-married, Exec-managerial, Not-in-family, White, Male, France,0
5946,34,210164,10,0,1740,40, Local-gov, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
31578,36,179488,13,7298,0,55, State-gov, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,1
15202,38,110402,11,0,0,40, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
665,42,341204,12,8614,0,40, Private, Divorced, Prof-specialty, Unmarried, White, Female, United-States,1
4503,29,36601,13,0,0,50, Private, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0
3282,45,28035,10,0,0,50, Private, Never-married, Farming-fishing, Other-relative, White, Male, United-States,0
15677,48,130812,9,0,0,40, Private, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States,0
242,24,273905,12,0,0,50, State-gov, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,0
47366,42,82161,9,0,0,72, State-gov, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,1
2562,46,174209,9,0,0,45, Private, Divorced, Exec-managerial, Not-in-family, White, Male, United-States,0
8988,32,204374,15,0,1977,60, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
24584,29,192283,10,0,0,20, Private, Never-married, Other-service, Other-relative, White, Female, United-States,0
38653,41,161880,9,0,0,50, Private, Separated, Machine-op-inspct, Not-in-family, Black, Male, United-States,0
34135,25,177423,9,4416,0,45, Private, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male, Philippines,0
19296,70,177199,9,0,0,3, Self-emp-not-inc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
9893,30,214993,9,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
46743,23,302312,9,0,0,40, Private, Divorced, Protective-serv, Not-in-family, Black, Male, United-States,0
46586,25,48280,13,0,0,40, Private, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0
1662,43,184378,13,0,0,40, Private, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,0
40324,42,37997,13,0,0,40, Federal-gov, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
37515,21,194102,12,0,0,40, Private, Never-married, Adm-clerical, Own-child, White, Male, United-States,0
11962,51,36186,13,0,0,40, Federal-gov, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
29598,25,236564,9,0,0,40, Private, Never-married, Adm-clerical, Not-in-family, White, Male, United-States,0
11165,36,272950,10,0,0,50, Private, Never-married, Sales, Not-in-family, White, Male, United-States,0
44443,70,46577,13,0,0,6, Self-emp-inc, Widowed, Farming-fishing, Unmarried, White, Female, United-States,0
20698,33,165235,13,0,0,35, Private, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female, Thailand,0
6499,37,308691,13,0,0,45, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
45134,34,141841,9,0,0,40, Private, Separated, Craft-repair, Own-child, Black, Male, United-States,0
29151,24,215797,13,0,0,40, State-gov, Never-married, Tech-support, Not-in-family, White, Female, United-States,0
37390,42,198028,10,0,0,40, Local-gov, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States,1
15897,30,296453,9,0,0,35, Private, Never-married, Craft-repair, Not-in-family, White, Male, United-States,0
8037,51,243361,10,0,0,45, Private, Widowed, Adm-clerical, Unmarried, White, Female, United-States,0
18313,58,137506,9,0,0,40, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
17424,44,244974,9,0,0,60, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
33156,59,128829,9,0,0,40, Private, Divorced, Other-service, Not-in-family, White, Female, United-States,0
29417,23,208946,13,0,0,32, Private, Never-married, Sales, Own-child, White, Male, United-States,0
16507,44,191256,9,0,0,40, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
41626,33,156464,6,0,0,40, Private, Never-married, Farming-fishing, Not-in-family, White, Male, United-States,0
18907,48,64479,13,0,0,47, Private, Divorced, Exec-managerial, Not-in-family, White, Male, United-States,0
5865,24,190293,13,0,0,40, Private, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0
23595,54,230919,9,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
33375,71,28865,9,0,0,15, Self-emp-not-inc, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,0
7786,49,186539,14,0,0,40, Local-gov, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,1
4327,46,205100,11,0,0,48, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
24352,18,184693,10,0,0,20, Private, Never-married, Other-service, Own-child, White, Female, Mexico,0
20951,57,111224,13,0,0,39, State-gov, Divorced, Machine-op-inspct, Not-in-family, Black, Male, United-States,0
7421,22,292933,13,0,0,10, State-gov, Never-married, Adm-clerical, Own-child, White, Female, United-States,0
37023,38,312766,13,0,0,40, Private, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States,1
25101,36,107218,10,0,0,55, Self-emp-inc, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male, United-States,0
16110,18,193290,10,0,1721,20, Private, Never-married, Other-service, Own-child, White, Male, United-States,0
19663,51,334273,9,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
30926,56,107165,9,0,0,18, Private, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,0
3793,19,52372,10,0,0,20, Private, Never-married, Other-service, Own-child, White, Male, United-States,0
12338,47,148171,16,0,0,50, State-gov, Divorced, Prof-specialty, Unmarried, White, Male, France,1
30165,33,122672,9,0,0,50, Private, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,0
3717,29,194197,13,0,0,40, Private, Never-married, Exec-managerial, Own-child, White, Male, United-States,0
39202,22,287681,7,0,0,40, Private, Never-married, Farming-fishing, Other-relative, White, Male, Mexico,0
34766,23,215616,9,0,0,45, Private, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,0
182,30,633742,10,0,0,45, Private, Never-married, Craft-repair, Not-in-family, Black, Male, United-States,0
3307,58,111169,9,0,0,40, Private, Divorced, Adm-clerical, Not-in-family, White, Female, United-States,0
25423,31,173279,13,0,0,40, Private, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male, United-States,1
32066,29,124950,13,0,0,40, Self-emp-inc, Never-married, Sales, Own-child, White, Female, United-States,0
39372,30,111363,10,0,0,40, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
5913,18,98667,7,0,0,16, Private, Never-married, Other-service, Own-child, White, Female, United-States,0
41870,59,653215,7,0,0,40, Private, Widowed, Transport-moving, Unmarried, White, Female, United-States,0
43098,49,172246,7,0,0,40, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0
37138,28,266855,13,0,0,50, State-gov, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,1
40148,30,35683,13,0,0,40, State-gov, Divorced, Tech-support, Not-in-family, White, Female, United-States,0
36841,33,197474,10,0,0,48, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
33459,24,308673,9,0,0,30, Private, Never-married, Handlers-cleaners, Own-child, White, Male, United-States,0
12381,44,691903,14,0,0,60, State-gov, Married-civ-spouse, Prof-specialty, Husband, Black, Male, United-States,1
27147,41,210094,9,0,0,40, State-gov, Never-married, Other-service, Not-in-family, White, Female, United-States,0
48637,38,220694,14,0,0,50, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
29576,45,102771,13,0,0,40, Self-emp-not-inc, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,1
20330,37,315291,13,0,0,40, Private, Never-married, Adm-clerical, Other-relative, Black, Female, United-States,0
15646,30,131588,9,0,0,45, Private, Never-married, Craft-repair, Not-in-family, Black, Female, United-States,0
22869,40,180032,14,0,1669,40, Private, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0
12053,36,182074,10,0,0,45, Private, Divorced, Adm-clerical, Not-in-family, White, Male, United-States,0
31353,24,125905,9,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
17830,37,123833,10,0,0,60, Private, Never-married, Sales, Not-in-family, White, Male, United-States,0
23213,20,234663,9,0,0,30, Private, Never-married, Handlers-cleaners, Own-child, White, Male, United-States,0
46444,47,199277,9,0,0,50, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, Portugal,1
17018,42,27187,14,0,0,60, Self-emp-inc, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,1
27361,20,293297,10,0,0,35, Private, Never-married, Other-service, Own-child, White, Male, United-States,0
32152,22,186849,7,0,0,50, Private, Divorced, Sales, Own-child, White, Male, United-States,0
1063,34,157886,12,0,0,40, Private, Separated, Other-service, Unmarried, White, Female, United-States,0
37992,42,198282,9,0,0,40, Private, Married-civ-spouse, Other-service, Husband, White, Male, United-States,0
16580,35,29874,10,0,0,40, Private, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,0
47993,43,86797,10,0,0,40, Private, Married-civ-spouse, Other-service, Husband, White, Male, United-States,0
44250,32,112115,8,0,0,70, Self-emp-not-inc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
33154,18,352640,10,0,0,20, Self-emp-inc, Never-married, Adm-clerical, Own-child, White, Female, United-States,0
10262,39,233428,9,0,0,40, Private, Divorced, Exec-managerial, Other-relative, White, Female, United-States,0
24347,38,192930,9,0,0,10, Private, Separated, Sales, Unmarried, White, Female, United-States,0
7640,44,99203,4,0,0,40, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
27720,30,208668,12,0,0,25, Private, Never-married, Prof-specialty, Not-in-family, Black, Female, United-States,0
10551,38,33887,9,0,0,40, Private, Never-married, Machine-op-inspct, Other-relative, White, Male, United-States,0
16126,50,31621,9,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
5947,56,258752,13,0,0,60, Self-emp-not-inc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
21844,20,39477,10,0,0,40, Private, Never-married, Farming-fishing, Not-in-family, White, Female, United-States,0
18795,26,105787,9,0,0,36, Private, Never-married, Craft-repair, Own-child, White, Male, United-States,0
45803,25,213799,11,0,0,35, Private, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,0
48405,37,228598,10,0,0,40, Private, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male, Mexico,0
41185,38,453663,9,0,0,44, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
5638,25,190107,13,0,0,40, Private, Never-married, Craft-repair, Own-child, White, Male, United-States,0
40909,29,189702,13,10520,0,50, Private, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,1
16568,25,133373,9,0,0,40, Private, Separated, Craft-repair, Not-in-family, White, Male, United-States,0
13081,29,215504,9,0,0,40, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
11908,26,78424,11,0,0,54, Private, Never-married, Sales, Unmarried, White, Female, United-States,0
19456,29,204984,9,0,0,50, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
28028,30,241885,10,0,0,40, Private, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,0
4386,53,174040,10,0,0,40, Federal-gov, Separated, Craft-repair, Not-in-family, Black, Male, United-States,0
7442,24,180060,12,2354,0,40, Private, Never-married, Craft-repair, Not-in-family, White, Male, United-States,0
35629,44,141131,8,0,0,40, Private, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female, South,0
8531,51,102828,11,0,0,40, Private, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, Greece,0
20583,63,117681,9,0,0,25, Private, Divorced, Farming-fishing, Not-in-family, White, Male, United-States,0
15976,48,28497,9,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
42692,37,238802,9,0,0,40, Private, Divorced, Tech-support, Not-in-family, White, Male, United-States,0
10537,20,197752,10,0,0,40, Private, Never-married, Craft-repair, Unmarried, White, Male, United-States,0
19042,31,226443,13,0,0,40, Private, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,0
7509,22,102684,10,0,0,32, Private, Never-married, Transport-moving, Not-in-family, White, Male, United-States,0
861,43,191547,9,0,0,40, Private, Married-civ-spouse, Farming-fishing, Husband, White, Male, Mexico,0
27693,17,244523,6,0,0,20, Private, Never-married, Other-service, Own-child, White, Male, United-States,0
17483,24,203924,13,0,0,45, Local-gov, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,0
7404,24,493034,9,13550,0,50, Self-emp-inc, Never-married, Other-service, Not-in-family, Black, Male, United-States,1
29209,31,210562,9,0,0,65, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0
26283,50,178596,9,0,1408,50, Private, Divorced, Craft-repair, Unmarried, White, Male, United-States,0
37293,46,97176,10,0,0,50, Self-emp-not-inc, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States,0
25637,29,168221,13,0,1740,70, Self-emp-inc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
813,22,137510,10,0,0,40, Private, Never-married, Adm-clerical, Own-child, White, Male, United-States,0
2101,52,150930,11,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
19243,40,183404,10,0,0,8, Private, Separated, Other-service, Unmarried, White, Female, United-States,0
29435,45,121124,15,0,0,50, Self-emp-inc, Never-married, Craft-repair, Not-in-family, White, Male, United-States,1
24344,42,42703,9,0,0,40, Private, Divorced, Adm-clerical, Unmarried, White, Female, United-States,0
33205,32,394708,9,0,0,40, Private, Never-married, Other-service, Unmarried, Black, Male, United-States,0
19612,18,87169,9,0,0,40, Self-emp-not-inc, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male, United-States,0
18970,20,94744,9,0,0,20, Private, Never-married, Adm-clerical, Own-child, Black, Female, United-States,0
4000,63,171635,13,0,0,40, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
1453,49,125892,14,0,0,50, Self-emp-inc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
1356,40,155190,6,0,0,55, Private, Never-married, Craft-repair, Other-relative, Black, Male, United-States,0
44014,46,190482,9,0,0,40, Private, Divorced, Craft-repair, Not-in-family, White, Male, United-States,0
20144,41,106982,10,0,0,40, Federal-gov, Divorced, Prof-specialty, Unmarried, White, Female, United-States,1
35406,32,162675,11,0,0,35, Private, Never-married, Adm-clerical, Own-child, White, Female, Cuba,0
45857,23,401762,7,0,0,40, Private, Never-married, Craft-repair, Not-in-family, White, Female, United-States,0
1930,43,166740,10,0,0,48, Private, Divorced, Adm-clerical, Not-in-family, White, Male, United-States,0
38035,39,100032,9,0,0,15, Private, Married-civ-spouse, Protective-serv, Wife, White, Female, United-States,1
5050,52,155434,9,0,0,48, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
26858,66,262285,13,0,0,99, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,0
26009,19,203319,7,0,0,30, Private, Never-married, Sales, Own-child, White, Male, United-States,0
27290,56,75785,9,0,0,40, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
28767,67,252842,9,1797,0,20, Self-emp-not-inc, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,0
28524,73,349347,4,0,0,25, Private, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,0
33627,50,158948,9,0,0,84, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,0
36056,47,198223,9,0,0,40, Federal-gov, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,1
13573,35,234962,9,0,0,40, Private, Never-married, Machine-op-inspct, Other-relative, White, Male, Mexico,0
43851,48,85384,13,7688,0,40, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
43577,33,52240,10,0,0,40, Private, Never-married, Sales, Not-in-family, Black, Female, United-States,0
16509,40,101272,9,0,0,32, Private, Divorced, Adm-clerical, Not-in-family, White, Female, United-States,0
27792,28,376302,9,0,0,45, Private, Never-married, Sales, Not-in-family, White, Female, United-States,0
411,24,241951,9,0,0,40, Private, Never-married, Handlers-cleaners, Unmarried, Black, Female, United-States,0
7933,40,136244,10,0,0,40, Private, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States,0
552,72,205343,7,0,0,40, Private, Widowed, Adm-clerical, Unmarried, White, Female, United-States,0
47168,48,33084,13,0,0,50, Federal-gov, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,1
10670,71,183678,15,0,0,16, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,0
37130,28,451742,9,0,0,40, Private, Divorced, Exec-managerial, Not-in-family, White, Female, United-States,0
29411,27,279580,13,10520,0,45, Private, Never-married, Sales, Not-in-family, White, Male, United-States,1
520,38,99146,13,15024,0,80, Self-emp-inc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
14528,65,87164,7,0,0,20, Private, Widowed, Sales, Other-relative, White, Female, United-States,0
27636,27,259840,13,0,0,45, Private, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,0
16699,50,123429,13,0,0,45, Self-emp-inc, Married-civ-spouse, Prof-specialty, Husband, White, Male, Italy,1
10619,37,113750,13,0,0,40, Private, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,0
32691,41,428420,10,0,0,40, Private, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,0
17333,50,256861,9,0,0,80, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
30949,24,136687,9,0,0,40, Private, Separated, Machine-op-inspct, Unmarried, Other, Female, United-States,0
48525,61,194804,1,14344,0,40, Private, Separated, Transport-moving, Not-in-family, Black, Male, United-States,1
25900,35,186815,9,0,0,40, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
19043,30,366065,10,0,0,40, Private, Never-married, Craft-repair, Unmarried, Black, Male, United-States,0
4170,54,104748,6,0,0,65, Self-emp-not-inc, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
48283,40,229148,9,0,0,40, Private, Divorced, Craft-repair, Not-in-family, Black, Male, United-States,0
1727,29,247445,9,0,0,45, Private, Divorced, Sales, Not-in-family, White, Male, United-States,0
8876,18,212207,9,0,0,11, Self-emp-not-inc, Never-married, Farming-fishing, Own-child, White, Male, United-States,0
8705,32,296466,14,0,0,60, Local-gov, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,0
20641,49,38819,13,0,0,50, Self-emp-inc, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
44120,32,329432,14,0,0,40, Private, Never-married, Adm-clerical, Unmarried, White, Female, United-States,0
23323,35,223242,13,0,0,40, Local-gov, Divorced, Prof-specialty, Not-in-family, White, Male, United-States,0
18146,46,131091,13,0,1902,40, Self-emp-not-inc, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
41256,31,176430,9,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
28738,52,102828,9,7688,0,40, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
46789,49,70209,16,14084,0,60, State-gov, Divorced, Prof-specialty, Not-in-family, White, Female, United-States,1
45693,68,376957,3,0,0,6, Self-emp-not-inc, Married-civ-spouse, Craft-repair, Husband, Black, Male, United-States,0
47242,22,303781,10,0,0,40, Private, Never-married, Craft-repair, Own-child, Black, Male, United-States,0
31420,44,267717,14,0,0,42, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
3886,35,361888,12,0,0,40, Private, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,1
7091,45,112305,10,0,0,40, Private, Divorced, Other-service, Unmarried, Black, Female, United-States,0
35472,37,211494,10,0,1980,55, Private, Divorced, Exec-managerial, Not-in-family, White, Male, United-States,0
10766,34,203488,10,0,0,40, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0
43583,30,161444,11,0,0,38, Private, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,0
30856,57,107443,2,0,0,40, Private, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, Portugal,0
24487,21,38772,10,0,0,20, Private, Never-married, Sales, Own-child, White, Male, United-States,0
11976,30,129707,13,99999,0,35, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
20410,21,184568,9,0,0,40, Private, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States,0
20947,32,30497,11,0,0,40, Private, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,0
39779,54,260833,10,0,0,45, Self-emp-not-inc, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,1
26294,27,134566,9,0,0,40, Private, Never-married, Adm-clerical, Not-in-family, White, Male, United-States,0
40535,27,1490400,10,0,0,40, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
964,28,57066,9,0,0,40, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0
9135,57,303986,3,0,0,40, Private, Never-married, Other-service, Not-in-family, White, Male, Cuba,0
18224,31,291702,9,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
8294,50,183611,10,0,0,40, Federal-gov, Never-married, Adm-clerical, Not-in-family, White, Male, United-States,0
40239,25,147638,13,0,0,40, Private, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female, India,0
28805,63,38472,10,14084,0,60, Self-emp-inc, Widowed, Sales, Not-in-family, White, Female, United-States,1
44768,37,49687,13,0,1980,40, Private, Divorced, Craft-repair, Not-in-family, White, Male, United-States,0
7220,27,220754,16,0,0,40, Private, Never-married, Adm-clerical, Own-child, White, Female, United-States,0
34875,61,154536,6,0,2001,40, Private, Widowed, Craft-repair, Unmarried, Black, Female, United-States,0
18920,45,135044,9,0,0,40, Private, Divorced, Machine-op-inspct, Not-in-family, White, Female, United-States,0
16097,45,102076,10,0,0,32, Private, Divorced, Prof-specialty, Unmarried, White, Female, United-States,0
40831,25,202700,9,0,0,35, Private, Never-married, Sales, Unmarried, White, Female, United-States,0
25528,54,196328,13,0,0,40, Self-emp-inc, Married-civ-spouse, Sales, Husband, Black, Male, Jamaica,0
23006,40,200479,11,0,0,40, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,0
2905,53,358056,7,0,0,40, Private, Divorced, Other-service, Unmarried, White, Female, United-States,0
32940,23,100345,9,0,0,15, Private, Never-married, Craft-repair, Other-relative, White, Male, United-States,0
8190,23,227915,9,0,0,33, Private, Never-married, Craft-repair, Unmarried, White, Female, United-States,0
43027,64,280957,10,0,0,20, Private, Married-civ-spouse, Other-service, Husband, White, Male, United-States,0
44926,23,168997,10,0,0,40, Private, Never-married, Exec-managerial, Own-child, White, Male, United-States,0
36991,33,160261,13,0,0,40, State-gov, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, Philippines,0
43253,62,142139,9,0,0,30, Self-emp-not-inc, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0
19599,55,193374,9,0,0,40, Self-emp-not-inc, Divorced, Craft-repair, Not-in-family, White, Male, United-States,0
47773,49,278322,13,0,0,40, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,1
